article_id,batch_id,category,status,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,local_scope,requires_sources,source_policy,internal_link_targets,commercial_link_target,agent_retrieval,author,score,quality_status,repair_attempts,published_date,last_checked,notes
BA-0001,B01,APP,PUBLISHED,app thuê xe máy là gì,App & Ứng dụng; app thuê xe máy là gì,informational-product,App Thuê xe Máy là gì,app-thue-xe-may-la-gi,blog/app/app-thue-xe-may-la-gi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,2026-09-26,2026-09-26,pilot/fixture
BA-1781,B36,APP,PLANNED,thuê xe online như thế nào câu hỏi thường gặp,App & Ứng dụng; thuê xe online như thế nào câu hỏi thường gặp,informational-product,Thuê xe Online Như Thế Nào Câu Hỏi Thường Gặp,thue-xe-online-nhu-the-nao-cau-hoi-thuong-gap,blog/app/thue-xe-online-nhu-the-nao-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1782,B36,RENT,PLANNED,thuê wave alpha cuối tuần,Thuê xe máy; thuê wave alpha cuối tuần,commercial-informational,Thuê Wave Alpha Cuối Tuần,thue-wave-alpha-cuoi-tuan,blog/thue-xe/thue-wave-alpha-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1783,B36,LOCAL,PLANNED,sông hồng và cầu long biên mùa thu,Địa phương / du lịch; sông hồng và cầu long biên mùa thu,local-informational,Sông Hồng và Cầu Long Biên Mùa Thu,song-hong-va-cau-long-bien-mua-thu,blog/dia-phuong/song-hong-va-cau-long-bien-mua-thu/index.html,blog/dia-phuong/,Long Biên,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1784,B36,APP,PLANNED,web app và app native khác gì nhau câu hỏi thường gặp,App & Ứng dụng; web app và app native khác gì nhau câu hỏi thường gặp,informational-product,Web App và App Native Khác gì Nhau Câu Hỏi Thường Gặp,web-app-va-app-native-khac-gi-nhau-cau-hoi-thuong-gap,blog/app/web-app-va-app-native-khac-gi-nhau-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1785,B36,RENT,PLANNED,thuê xe hạng nhẹ cuối tuần,Thuê xe máy; thuê xe hạng nhẹ cuối tuần,commercial-informational,Thuê xe Hạng Nhẹ Cuối Tuần,thue-xe-hang-nhe-cuoi-tuan,blog/thue-xe/thue-xe-hang-nhe-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1786,B36,LOCAL,PLANNED,chợ long biên đêm mùa thu,Địa phương / du lịch; chợ long biên đêm mùa thu,local-informational,Chợ Long Biên Đêm Mùa Thu,cho-long-bien-dem-mua-thu,blog/dia-phuong/cho-long-bien-dem-mua-thu/index.html,blog/dia-phuong/,Long Biên,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1787,B36,APP,PLANNED,đặt xe bằng ứng dụng câu hỏi thường gặp,App & Ứng dụng; đặt xe bằng ứng dụng câu hỏi thường gặp,informational-product,Đặt xe Bằng Ứng Dụng Câu Hỏi Thường Gặp,dat-xe-bang-ung-dung-cau-hoi-thuong-gap,blog/app/dat-xe-bang-ung-dung-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1788,B36,RENT,PLANNED,so sánh giá các loại xe máy cho thuê cuối tuần,Thuê xe máy; so sánh giá các loại xe máy cho thuê cuối tuần,commercial-informational,so Sánh Giá Các Loại xe Máy Cho Thuê Cuối Tuần,so-sanh-gia-cac-loai-xe-may-cho-thue-cuoi-tuan,blog/thue-xe/so-sanh-gia-cac-loai-xe-may-cho-thue-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1789,B36,LOCAL,PLANNED,phố cổ ẩm thực xe máy mùa thu,Địa phương / du lịch; phố cổ ẩm thực xe máy mùa thu,local-informational,Phố cổ ẩm Thực xe Máy Mùa Thu,pho-co-am-thuc-xe-may-mua-thu,blog/dia-phuong/pho-co-am-thuc-xe-may-mua-thu/index.html,blog/dia-phuong/,Phố cổ,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1790,B36,APP,PLANNED,privacy và xử lý cục bộ trong app thuê xe câu hỏi thường gặp,App & Ứng dụng; privacy và xử lý cục bộ trong app thuê xe câu hỏi thường gặp,informational-product,Privacy và xử lý Cục bộ Trong App Thuê xe Câu Hỏi Thường Gặp,privacy-va-xu-ly-cuc-bo-trong-app-thue-xe-cau-hoi-thuong-gap,blog/app/privacy-va-xu-ly-cuc-bo-trong-app-thue-xe-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1791,B36,RENT,PLANNED,cọc thuê xe máy bao nhiêu cuối tuần,Thuê xe máy; cọc thuê xe máy bao nhiêu cuối tuần,commercial-informational,Cọc Thuê xe Máy Bao Nhiêu Cuối Tuần,coc-thue-xe-may-bao-nhieu-cuoi-tuan,blog/thue-xe/coc-thue-xe-may-bao-nhieu-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1792,B36,LOCAL,PLANNED,hồ gươm ban đêm mùa thu,Địa phương / du lịch; hồ gươm ban đêm mùa thu,local-informational,hồ Gươm Ban Đêm Mùa Thu,ho-guom-ban-dem-mua-thu,blog/dia-phuong/ho-guom-ban-dem-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1793,B36,APP,PLANNED,app thuê xe cho khách du lịch câu hỏi thường gặp,App & Ứng dụng; app thuê xe cho khách du lịch câu hỏi thường gặp,informational-product,App Thuê xe Cho Khách du Lịch Câu Hỏi Thường Gặp,app-thue-xe-cho-khach-du-lich-cau-hoi-thuong-gap,blog/app/app-thue-xe-cho-khach-du-lich-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1794,B36,RENT,PLANNED,nhận xe thuê cần gì cuối tuần,Thuê xe máy; nhận xe thuê cần gì cuối tuần,commercial-informational,Nhận xe Thuê Cần gì Cuối Tuần,nhan-xe-thue-can-gi-cuoi-tuan,blog/thue-xe/nhan-xe-thue-can-gi-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1795,B36,LOCAL,PLANNED,ven đê sông hồng mùa thu,Địa phương / du lịch; ven đê sông hồng mùa thu,local-informational,Ven đê Sông Hồng Mùa Thu,ven-de-song-hong-mua-thu,blog/dia-phuong/ven-de-song-hong-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1796,B36,APP,PLANNED,ứng dụng thuê xe máy hoạt động ra sao câu hỏi thường gặp,App & Ứng dụng; ứng dụng thuê xe máy hoạt động ra sao câu hỏi thường gặp,informational-product,Ứng Dụng Thuê xe Máy Hoạt Động ra Sao Câu Hỏi Thường Gặp,ung-dung-thue-xe-may-hoat-dong-ra-sao-cau-hoi-thuong-gap,blog/app/ung-dung-thue-xe-may-hoat-dong-ra-sao-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1797,B36,RENT,PLANNED,trả xe thuê đúng giờ cuối tuần,Thuê xe máy; trả xe thuê đúng giờ cuối tuần,commercial-informational,Trả xe Thuê Đúng Giờ Cuối Tuần,tra-xe-thue-dung-gio-cuoi-tuan,blog/thue-xe/tra-xe-thue-dung-gio-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1798,B36,LOCAL,PLANNED,cột cờ hoàng thành mùa thu,Địa phương / du lịch; cột cờ hoàng thành mùa thu,local-informational,Cột cờ Hoàng Thành Mùa Thu,cot-co-hoang-thanh-mua-thu,blog/dia-phuong/cot-co-hoang-thanh-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1799,B36,APP,PLANNED,trợ lý thuê xe máy là gì câu hỏi thường gặp,App & Ứng dụng; trợ lý thuê xe máy là gì câu hỏi thường gặp,informational-product,Trợ lý Thuê xe Máy là gì Câu Hỏi Thường Gặp,tro-ly-thue-xe-may-la-gi-cau-hoi-thuong-gap,blog/app/tro-ly-thue-xe-may-la-gi-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1800,B36,RENT,PLANNED,phí trễ hạn khi thuê xe cuối tuần,Thuê xe máy; phí trễ hạn khi thuê xe cuối tuần,commercial-informational,Phí Trễ Hạn Khi Thuê xe Cuối Tuần,phi-tre-han-khi-thue-xe-cuoi-tuan,blog/thue-xe/phi-tre-han-khi-thue-xe-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1801,B37,LOCAL,PLANNED,lăng chủ tích qua phố mùa thu,Địa phương / du lịch; lăng chủ tích qua phố mùa thu,local-informational,Lăng Chủ Tích Qua Phố Mùa Thu,lang-chu-tich-qua-pho-mua-thu,blog/dia-phuong/lang-chu-tich-qua-pho-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1802,B37,APP,PLANNED,tìm xe máy thuê bằng ứng dụng câu hỏi thường gặp,App & Ứng dụng; tìm xe máy thuê bằng ứng dụng câu hỏi thường gặp,informational-product,Tìm xe Máy Thuê Bằng Ứng Dụng Câu Hỏi Thường Gặp,tim-xe-may-thue-bang-ung-dung-cau-hoi-thuong-gap,blog/app/tim-xe-may-thue-bang-ung-dung-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1803,B37,RENT,PLANNED,kiểm tra xe trước khi nhận cuối tuần,Thuê xe máy; kiểm tra xe trước khi nhận cuối tuần,commercial-informational,Kiểm Tra xe Trước Khi Nhận Cuối Tuần,kiem-tra-xe-truoc-khi-nhan-cuoi-tuan,blog/thue-xe/kiem-tra-xe-truoc-khi-nhan-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1804,B37,LOCAL,PLANNED,bảo tàng hà nội hành trình mùa thu,Địa phương / du lịch; bảo tàng hà nội hành trình mùa thu,local-informational,Bảo Tàng hà Nội Hành Trình Mùa Thu,bao-tang-ha-noi-hanh-trinh-mua-thu,blog/dia-phuong/bao-tang-ha-noi-hanh-trinh-mua-thu/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1805,B37,APP,PLANNED,so sánh cách thuê xe truyền thống và qua app câu hỏi thường gặp,App & Ứng dụng; so sánh cách thuê xe truyền thống và qua app câu hỏi thường gặp,informational-product,so Sánh Cách Thuê xe Truyền Thống và Qua App Câu Hỏi Thường Gặp,so-sanh-cach-thue-xe-truyen-thong-va-qua-app-cau-hoi-thuong-gap,blog/app/so-sanh-cach-thue-xe-truyen-thong-va-qua-app-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1806,B37,RENT,PLANNED,điều kiện thuê xe máy ở hà nội cuối tuần,Thuê xe máy; điều kiện thuê xe máy ở hà nội cuối tuần,commercial-informational,Điều Kiện Thuê xe Máy ở hà Nội Cuối Tuần,dieu-kien-thue-xe-may-o-ha-noi-cuoi-tuan,blog/thue-xe/dieu-kien-thue-xe-may-o-ha-noi-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1807,B37,LOCAL,PLANNED,phố sách hà nội mùa thu,Địa phương / du lịch; phố sách hà nội mùa thu,local-informational,Phố Sách hà Nội Mùa Thu,pho-sach-ha-noi-mua-thu,blog/dia-phuong/pho-sach-ha-noi-mua-thu/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1808,B37,APP,PLANNED,ứng dụng web thuê xe máy câu hỏi thường gặp,App & Ứng dụng; ứng dụng web thuê xe máy câu hỏi thường gặp,informational-product,Ứng Dụng Web Thuê xe Máy Câu Hỏi Thường Gặp,ung-dung-web-thue-xe-may-cau-hoi-thuong-gap,blog/app/ung-dung-web-thue-xe-may-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1809,B37,RENT,PLANNED,thuê xe không bằng lái được không cuối tuần,Thuê xe máy; thuê xe không bằng lái được không cuối tuần,commercial-informational,Thuê xe Không Bằng Lái Được Không Cuối Tuần,thue-xe-khong-bang-lai-duoc-khong-cuoi-tuan,blog/thue-xe/thue-xe-khong-bang-lai-duoc-khong-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1810,B37,LOCAL,PLANNED,nhà thờ lớn hà nội mùa thu,Địa phương / du lịch; nhà thờ lớn hà nội mùa thu,local-informational,Nhà Thờ Lớn hà Nội Mùa Thu,nha-tho-lon-ha-noi-mua-thu,blog/dia-phuong/nha-tho-lon-ha-noi-mua-thu/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1811,B37,APP,PLANNED,công cụ tính giá thuê xe máy online câu hỏi thường gặp,App & Ứng dụng; công cụ tính giá thuê xe máy online câu hỏi thường gặp,informational-product,Công cụ Tính Giá Thuê xe Máy Online Câu Hỏi Thường Gặp,cong-cu-tinh-gia-thue-xe-may-online-cau-hoi-thuong-gap,blog/app/cong-cu-tinh-gia-thue-xe-may-online-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1812,B37,RENT,PLANNED,bằng lái a1 và thuê xe máy cuối tuần,Thuê xe máy; bằng lái a1 và thuê xe máy cuối tuần,commercial-informational,Bằng Lái a1 và Thuê xe Máy Cuối Tuần,bang-lai-a1-va-thue-xe-may-cuoi-tuan,blog/thue-xe/bang-lai-a1-va-thue-xe-may-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1813,B37,LOCAL,PLANNED,làng gốm bát tràng mùa thu,Địa phương / du lịch; làng gốm bát tràng mùa thu,local-informational,Làng Gốm Bát Tràng Mùa Thu,lang-gom-bat-trang-mua-thu,blog/dia-phuong/lang-gom-bat-trang-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1814,B37,APP,PLANNED,hỏi đáp với Agent thuê xe câu hỏi thường gặp,App & Ứng dụng; hỏi đáp với Agent thuê xe câu hỏi thường gặp,informational-product,Hỏi Đáp Với Agent Thuê xe Câu Hỏi Thường Gặp,hoi-dap-voi-agent-thue-xe-cau-hoi-thuong-gap,blog/app/hoi-dap-voi-agent-thue-xe-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1815,B37,RENT,PLANNED,người nước ngoài thuê xe máy việt nam cuối tuần,Thuê xe máy; người nước ngoài thuê xe máy việt nam cuối tuần,commercial-informational,Người Nước Ngoài Thuê xe Máy Việt Nam Cuối Tuần,nguoi-nuoc-ngoai-thue-xe-may-viet-nam-cuoi-tuan,blog/thue-xe/nguoi-nuoc-ngoai-thue-xe-may-viet-nam-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1816,B37,LOCAL,PLANNED,bát tràng gốm xe máy mùa thu,Địa phương / du lịch; bát tràng gốm xe máy mùa thu,local-informational,Bát Tràng Gốm xe Máy Mùa Thu,bat-trang-gom-xe-may-mua-thu,blog/dia-phuong/bat-trang-gom-xe-may-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1817,B37,APP,PLANNED,cách hỏi giá xe nhanh bằng chatbot câu hỏi thường gặp,App & Ứng dụng; cách hỏi giá xe nhanh bằng chatbot câu hỏi thường gặp,informational-product,Cách Hỏi Giá xe Nhanh Bằng Chatbot Câu Hỏi Thường Gặp,cach-hoi-gia-xe-nhanh-bang-chatbot-cau-hoi-thuong-gap,blog/app/cach-hoi-gia-xe-nhanh-bang-chatbot-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1818,B37,RENT,PLANNED,khách du lịch thuê xe máy cuối tuần,Thuê xe máy; khách du lịch thuê xe máy cuối tuần,commercial-informational,Khách du Lịch Thuê xe Máy Cuối Tuần,khach-du-lich-thue-xe-may-cuoi-tuan,blog/thue-xe/khach-du-lich-thue-xe-may-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1819,B37,LOCAL,PLANNED,đường đồng by bike mùa thu,Địa phương / du lịch; đường đồng by bike mùa thu,local-informational,Đường Đồng by Bike Mùa Thu,duong-dong-by-bike-mua-thu,blog/dia-phuong/duong-dong-by-bike-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1820,B37,APP,PLANNED,gợi ý chọn xe máy phù hợp câu hỏi thường gặp,App & Ứng dụng; gợi ý chọn xe máy phù hợp câu hỏi thường gặp,informational-product,Gợi ý Chọn xe Máy Phù Hợp Câu Hỏi Thường Gặp,goi-y-chon-xe-may-phu-hop-cau-hoi-thuong-gap,blog/app/goi-y-chon-xe-may-phu-hop-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1821,B37,RENT,PLANNED,thuê xe cho người cao tuổi cuối tuần,Thuê xe máy; thuê xe cho người cao tuổi cuối tuần,commercial-informational,Thuê xe Cho Người Cao Tuổi Cuối Tuần,thue-xe-cho-nguoi-cao-tuoi-cuoi-tuan,blog/thue-xe/thue-xe-cho-nguoi-cao-tuoi-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1822,B37,LOCAL,PLANNED,văn giang ev and bikes mùa thu,Địa phương / du lịch; văn giang ev and bikes mùa thu,local-informational,Văn Giang ev And Bikes Mùa Thu,van-giang-ev-and-bikes-mua-thu,blog/dia-phuong/van-giang-ev-and-bikes-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1823,B37,APP,PLANNED,tính chi phí thuê xe theo ngày tuần tháng câu hỏi thường gặp,App & Ứng dụng; tính chi phí thuê xe theo ngày tuần tháng câu hỏi thường gặp,informational-product,Tính Chi Phí Thuê xe Theo Ngày Tuần Tháng Câu Hỏi Thường Gặp,tinh-chi-phi-thue-xe-theo-ngay-tuan-thang-cau-hoi-thuong-gap,blog/app/tinh-chi-phi-thue-xe-theo-ngay-tuan-thang-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1824,B37,RENT,PLANNED,thuê xe hai người cuối tuần,Thuê xe máy; thuê xe hai người cuối tuần,commercial-informational,Thuê xe Hai Người Cuối Tuần,thue-xe-hai-nguoi-cuoi-tuan,blog/thue-xe/thue-xe-hai-nguoi-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1825,B37,LOCAL,PLANNED,chùa và Hà Nội mùa thu,Địa phương / du lịch; chùa và Hà Nội mùa thu,local-informational,Chùa và Hà Nội Mùa Thu,chua-va-ha-noi-mua-thu,blog/dia-phuong/chua-va-ha-noi-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1826,B37,APP,PLANNED,ứng dụng tìm xe máy giá tốt câu hỏi thường gặp,App & Ứng dụng; ứng dụng tìm xe máy giá tốt câu hỏi thường gặp,informational-product,Ứng Dụng Tìm xe Máy Giá Tốt Câu Hỏi Thường Gặp,ung-dung-tim-xe-may-gia-tot-cau-hoi-thuong-gap,blog/app/ung-dung-tim-xe-may-gia-tot-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1827,B37,RENT,PLANNED,chở người thân trên xe thuê cuối tuần,Thuê xe máy; chở người thân trên xe thuê cuối tuần,commercial-informational,Chở Người Thân Trên xe Thuê Cuối Tuần,cho-nguoi-than-tren-xe-thue-cuoi-tuan,blog/thue-xe/cho-nguoi-than-tren-xe-thue-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1828,B37,LOCAL,PLANNED,đền nguyễn cần bằng xe mùa thu,Địa phương / du lịch; đền nguyễn cần bằng xe mùa thu,local-informational,Đền Nguyễn Cần Bằng xe Mùa Thu,den-nguyen-can-bang-xe-mua-thu,blog/dia-phuong/den-nguyen-can-bang-xe-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1829,B37,APP,PLANNED,app hỗ trợ thủ tục thuê xe câu hỏi thường gặp,App & Ứng dụng; app hỗ trợ thủ tục thuê xe câu hỏi thường gặp,informational-product,App hỗ Trợ Thủ Tục Thuê xe Câu Hỏi Thường Gặp,app-ho-tro-thu-tuc-thue-xe-cau-hoi-thuong-gap,blog/app/app-ho-tro-thu-tuc-thue-xe-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1830,B37,RENT,PLANNED,đi phố cổ bằng xe máy thuê cuối tuần,Thuê xe máy; đi phố cổ bằng xe máy thuê cuối tuần,commercial-informational,đi Phố cổ Bằng xe Máy Thuê Cuối Tuần,di-pho-co-bang-xe-may-thue-cuoi-tuan,blog/thue-xe/di-pho-co-bang-xe-may-thue-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1831,B37,LOCAL,PLANNED,quảng đi long biên view mùa thu,Địa phương / du lịch; quảng đi long biên view mùa thu,local-informational,Quảng đi Long Biên View Mùa Thu,quang-di-long-bien-view-mua-thu,blog/dia-phuong/quang-di-long-bien-view-mua-thu/index.html,blog/dia-phuong/,Long Biên,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1832,B37,APP,PLANNED,công cụ chọn xe theo kinh nghiệm lái câu hỏi thường gặp,App & Ứng dụng; công cụ chọn xe theo kinh nghiệm lái câu hỏi thường gặp,informational-product,Công cụ Chọn xe Theo Kinh Nghiệm Lái Câu Hỏi Thường Gặp,cong-cu-chon-xe-theo-kinh-nghiem-lai-cau-hoi-thuong-gap,blog/app/cong-cu-chon-xe-theo-kinh-nghiem-lai-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1833,B37,RENT,PLANNED,thuê xe dài ngày giá tốt cuối tuần,Thuê xe máy; thuê xe dài ngày giá tốt cuối tuần,commercial-informational,Thuê xe Dài Ngày Giá Tốt Cuối Tuần,thue-xe-dai-ngay-gia-tot-cuoi-tuan,blog/thue-xe/thue-xe-dai-ngay-gia-tot-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1834,B37,LOCAL,PLANNED,hoàng hôn hồ tây mùa thu,Địa phương / du lịch; hoàng hôn hồ tây mùa thu,local-informational,Hoàng Hôn hồ Tây Mùa Thu,hoang-hon-ho-tay-mua-thu,blog/dia-phuong/hoang-hon-ho-tay-mua-thu/index.html,blog/dia-phuong/,hồ Tây,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1835,B37,APP,PLANNED,chatbot thuê xe máy có đáng tin không câu hỏi thường gặp,App & Ứng dụng; chatbot thuê xe máy có đáng tin không câu hỏi thường gặp,informational-product,Chatbot Thuê xe Máy có Đáng Tin Không Câu Hỏi Thường Gặp,chatbot-thue-xe-may-co-dang-tin-khong-cau-hoi-thuong-gap,blog/app/chatbot-thue-xe-may-co-dang-tin-khong-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1836,B37,RENT,PLANNED,ưu đãi thuê xe dài hạn cuối tuần,Thuê xe máy; ưu đãi thuê xe dài hạn cuối tuần,commercial-informational,ưu Đãi Thuê xe Dài Hạn Cuối Tuần,uu-dai-thue-xe-dai-han-cuoi-tuan,blog/thue-xe/uu-dai-thue-xe-dai-han-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1837,B37,LOCAL,PLANNED,chạy buổi sáng hồ gươm mùa thu,Địa phương / du lịch; chạy buổi sáng hồ gươm mùa thu,local-informational,Chạy Buổi Sáng hồ Gươm Mùa Thu,chay-buoi-sang-ho-guom-mua-thu,blog/dia-phuong/chay-buoi-sang-ho-guom-mua-thu/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1838,B37,APP,PLANNED,xử lý dữ liệu cá nhân khi thuê xe online câu hỏi thường gặp,App & Ứng dụng; xử lý dữ liệu cá nhân khi thuê xe online câu hỏi thường gặp,informational-product,xử lý dữ Liệu cá Nhân Khi Thuê xe Online Câu Hỏi Thường Gặp,xu-ly-du-lieu-ca-nhan-khi-thue-xe-online-cau-hoi-thuong-gap,blog/app/xu-ly-du-lieu-ca-nhan-khi-thue-xe-online-cau-hoi-thuong-gap/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-1839,B37,RENT,PLANNED,mùa cao điểm thuê xe máy cuối tuần,Thuê xe máy; mùa cao điểm thuê xe máy cuối tuần,commercial-informational,Mùa Cao Điểm Thuê xe Máy Cuối Tuần,mua-cao-diem-thue-xe-may-cuoi-tuan,blog/thue-xe/mua-cao-diem-thue-xe-may-cuoi-tuan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
